,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,Platform
6378,s6379,Movie,Raiders Of The Seven Seas,Sydney Salkow,,,,1953,7+,88 min,Action,"A lusty pirate, Barbarossa (John Payne), escapes from a Spanish prison. With other inmates as crew, he captures a galleon – complete with a Spanish countess (Donna Reed).",Prime Video
6379,s6380,Movie,No Answer,Gordon Freeman,"Ruthie, Stacy Haiduk, Nikki Love, Farah Shea",,,2020,18+,74 min,"Comedy, Drama, Suspense",Four friends quarantine in a house whose prior tenants were murdered.,Prime Video
6380,s6381,Movie,Lurking Woods,Rizal Halim,"Troy Coward, Hope Devaney, Daniel Berenger, Chloe Brown",,,2021,18+,74 min,"Horror, Suspense","Six friends get together for a long-overdue holiday at a cabin. The girls have organized a fun ""seek and search"" game, determining which guy they end up with. Little do they all know, a mysterious, masked killer has plans of his own to pick them off one by one.",Prime Video
6382,s6383,Movie,Lady of Guadalupe,Pedro Brenner,"Guillermo Ivan, Kimberley Aria Peterson, Huitzil Sol, Rudy Miera",,,2021,13+,98 min,Drama,"An ambitious reporter assigned to write an article on faith discovers the legend of Our Lady of Guadalupe who appeared to a humble villager and performed miracles over 500 years ago. The reporter's faith is tested when his wife is injured in a car accident and his personal journey takes him from cynic to true believer as he witnesses the power of divine miracles in his own life.",Prime Video
6384,s6385,Movie,Force Majeure,Ruben Östlund,"Johannes Bah Kuhnke, Lisa Loven Kongsli, Clara Wettergren, Vincent Wettergren, Kristofer Hivju, Fanni Metelius",,,2014,R,120 min,"Drama, International","A wickedly funny psychodrama of a model Swedish family – Tomas, his wife and their children – on a skiing holiday. An avalanche suddenly bears down on them. Tomas makes a decision that leaves him struggling to reclaim his role as family patriarch.",Prime Video
6386,s6387,Movie,Awakened,Greg Miller,Ellson Bennett,,,2018,7+,90 min,"Documentary, Faith and Spirituality, Special Interest","40 years ago Billy Graham made an iconic statement regarding the awakening and spiritual destiny of the original Americans. AWAKENED tells the story of how the native people of North America are now rising up and stepping into that spiritual destiny, one that holds the keys to revival and America's future in its hands! Featuring Ellson Bennett, Lou Engle and the voice of Billy Graham.",Prime Video
6387,s6388,Movie,Abbott & Costello Christmas Show,,"Bud Abbott, Lou Costello",,,1952,ALL,60 min,"Comedy, Drama, Kids","This delightful Christmas special stars the brilliant comedy team of Abbott and Costello as they perform on The Colgate Comedy Hour. The show also features Margaret Whiting, The Nicholas Brothers, Buster Shaver and Olive and Tom and Jerry. Included are skits, singing, dancing and commercials. Digitally re-mastered and restored in original black and white!",Prime Video
6388,s6389,Movie,With love from budapest,"Ikechukwu Onyeka, Victor Uchegbulem","Yvonne Jegede, Mike Godson, Bolanle Ninalowo, Frederick Mcathur, Chinneylove Eze, Sonnia Agu, Conrad Harvey, Milan Szmodics",,,2021,13+,65 min,Romance,"Gladys and Collins can connect their bond for each other to their childhood friendship and cultural sense developed from being raised in the heart of Lagos, West Africa, experiencing new survival challenges in central Europe, Gladys had to tap into an unfathomable level of self control, patience and courage to maintain balance at her work and home, some women can relate to this tale of love.",Prime Video
6389,s6390,Movie,Little Women,Lela Swift,"Mary Sinclair, Kent Smith, John Baragrey",,,1950,7+,56 min,Drama,"Sisters Meg, Josephine, Amy, and Beth, with the help of their mother, must keep their family going while their father serves for the Union in the Civil War. Based on Louisa May Alcott's life with her sisters in Massachusetts, the familial bond keeps the sisters going through relationships, tragedy, and growing up.",Prime Video
6390,s6391,Movie,Lila Lila,Alain Gsponer,"Daniel Bruhl, Hannah Hurzsprung, Kristen Block",,,2010,16+,107 min,"Comedy, Drama","David, a waiter, finds an unpublished manuscript in a drawer. To impress a girl, he claims to be the author.",Prime Video
6391,s6392,Movie,Huk,John Barnwell,,,,1956,7+,85 min,Action,Academy Award-winning screenwriter Stirling Sillipant (IN THE HEAT OF THE NIGHT) created this violent drama about a young plantation owner (George Montgomery) who faces rampaging former Filipino Freedom Fighters.,Prime Video
6392,s6393,Movie,Vestige,Mark Halliday,,,,2020,PG-13,75 min,Documentary,"Earth's dwindling rhino population stands on the brink of extinction - but Kruger National Park in South Africa is a bastion against poachers that would see them wiped out. From militarised anti-poaching units, to conservation efforts calling on the community to see value in these animals beyond their horns, these dedicated teams are the last hope for the preservation of the rhino.",Prime Video
6393,s6394,Movie,The Grotto,Arthur Vinciprova,"Carolina Ferraz, Arthur Vinciprova, Nayara Justino",,,2020,16+,99 min,"Horror, Suspense","A young man is the sole survivor following a serious incident in a sealed-off cave. At the scene, four bodies were found and forensic scientists claim that this same man has murdered his friends, his wife and their tour guide. In hospital, he denies being a murderer and refuses to cooperate with the police. Sure that his wife was possessed by evil forces, he asks a nun for help.",Prime Video
6394,s6395,Movie,Storyjester,Roberto Santucci,Alan Rocha,,,2020,13+,90 min,Comedy,"Paulino Gogo spins yarns as he sits on a park bench, waiting for the arrival of his beloved Nena Juju. He reminisces about his impoverished childhood, the many jobs he’s had in his life, his time in the Army, his adventures with his friends Chico Groin, Biricotico, Helino Gastritis and Celso Anvil, as well as all the comings and goings of his relationship with Juju.",Prime Video
6395,s6396,Movie,Saving Face,Alice Wu,"Michelle Krusiec, Joan Chen, Lynn Chen, Jessica Hecht, Ato Essandoh, Hoon Lee",,,2005,R,97 min,"Comedy, Drama, LGBTQ",A Chinese-American lesbian and her traditionalist mother are reluctant to go public with secret loves that clash against cultural expectations.,Prime Video
6396,s6397,Movie,Rong Milanti,KAUSHIK GANGULY,"RIDHIMA GHOSH, GOURAV CHAKRABORTY, SASWATA CHATTERJEE",,,2011,13+,127 min,"Comedy, Drama","Four youngsters in love with the same woman, who secretly has a soft spot for them too. However, things take an interesting turn when the girl decides to pick one person amongst the four.",Prime Video
6397,s6398,Movie,Only Cloud Knows,Feng Xiaogang,"Huang Xuan, Yang Caiyu",,,2019,13+,132 min,"Drama, Romance","In this poignant romantic drama, a Chinese man mourning the death of his wife returns to New Zealand to revisit their memories together – and discovers that she harbored a number of secrets.",Prime Video
6398,s6399,Movie,Metal Skin Panic Madox-1,Shinji Aramaki,"Harumi Ichiryuusai, Yasunori Matsumoto, Yukiko Ishida",,,1987,13+,41 min,"Action, Animation","A mechanic accidentally gets stuck in anti-tank mecha. When the military comes after him to reclaim it, he has no choice but to defend himself.",Prime Video
6399,s6400,Movie,Macho Man,Pedro Amorim,"Otávio Augusto, Matheus Costa, Marcelo Flores",,,2021,13+,93 min,Comedy,"Carlos works at a car dealership. He thinks he knows everything there is to know about mechanics and football. He’s always having a few beers and cracking sexist and homophobic jokes. The purchase of a new wardrobe changes him and his routine. From then on, he becomes two different characters. During the day, he’s Carlos, the macho. At night, he turns into Carlitos, who’s kind, talented and fun.",Prime Video
6400,s6401,Movie,Kaatskill Kannibals,Michael X. Rose,"Joe Jones, Kristina Rose, James Pogo LoRubbio, Kevin Callan",,,2021,18+,55 min,"Arthouse, Drama, Horror","A young man inherits a castle in the Catskill Mountains. He leaves Brooklyn to claim his ancestral inheritance. A caretaker named Rollo tells of the local cannibal history. Rollo's story begins in 1664 near Kingston, NY. Huguenot settlers survive by eating the Indians. The Huguenots inbreed and develop a craving for human flesh. Three Catholic priests exterminate the cannibal cult.",Prime Video
6401,s6402,Movie,Jaan! Jaan Loge Kya?,Minar Malhotra,"Minar Malhotra, Urvashi S Sharma, Samie Deol, Bob Bassi, Remmi",,,2021,13+,114 min,Romance,"This is the story of Rahul and Sonia. After marriage, Sonia disappears somewhere on the day of her birthday. And when she meets again, Sonia's memory is gone. Just after that, how does Rahul bring Sonia back in his life.",Prime Video
6402,s6403,Movie,Getting Ready for School with Cocomelon,Moonbug Entertainment,,,,2021,ALL,54 min,Kids,"Join CoComelon in these special and educational 'Getting Ready for School' songs for your children! CoComelon is a fun, educational children's nursery rhyme channel watched globally by kids. Learn colors, shapes, numbers, the alphabet, and more!",Prime Video
6403,s6404,Movie,Cobalt Heir,Zach Fortney,"Nova Blanco-Rico, Kevin To, Gagandeep Chahal, Fuga Obidi, Chase Page, Joshua Campbell, Mikie Ramirez, Joseph Rapallo",,,2020,13+,88 min,Drama,A naïve young filmmaker has one summer to live out his dreams and prove his talent before being thrust into a family business he wants no part of. Brotherhoods of both blood and bond are tested as his drive for perfection consumes him.,Prime Video
6404,s6405,Movie,Biyer Phool,Ram Mukherjee,"Prasenjit Chatterjee, Sabyasachi Chakrabarty, Rani Mukerji, Indrani Haldar",,,1995,13+,138 min,Romance,"Lili, who runs the family business, strives for the well-being of her sister Mili. Fate plays a cruel hand when Lili unknowingly falls in love with Mili's lover.",Prime Video
6406,s6407,Movie,Allure,"Carlos Sanchez, Jason Sanchez","Evan Rachel Wood, Julia Sarah Stone, Denis O'Hare",,,2018,16+,105 min,"Drama, Suspense","During her job as a house cleaner, Laura bonds with an unhappy teenager, Eva. Their mutual attraction escalates as Laura convinces Eva to run away. During their time together, both must unearth certain truths to find their own way. Official Selection Toronto International Film Festival 2017",Prime Video
6407,s6408,Movie,47 Days,Pradeep Maddali,"Satyadev Kancharana, Pooja Jhaveri, Roshini Prakash, Ravi Varma, Srikanth Iyyengar, Hari Teja",,,2020,13+,108 min,"Drama, Suspense","Satya (SatyaDev) is a suspended ACP in Vizag who is looking for reasons behind his wife, Paddu's(RoshiniPrakash) mysterious death. One fine day, he comes to know that a lady named Juliet(PoojaJhaveri) is involved in all this. He starts investigating her but falls prey to a drug case. What is this drug case? Who is this Juliet? how is Paddu connected to all this? That forms the rest of the story.",Prime Video
6408,s6409,Movie,Retaliation,"Ludwig Shammasian, Paul Shammasian","Orlando Bloom, Janet Montgomery, Charlie Creed-Miles, Deborah Rock",,,2020,NOT_RATE,96 min,Suspense,Orlando Bloom stars in this taut thriller about a demolition worker seeking vengeance after he sees the man responsible for a traumatic childhood incident.,Prime Video
6409,s6410,Movie,Our Friend,Gabriela Cowperthwaite,"Jason Segel, Dakota Johnson, Casey Affleck",United States,,2021,R,126 min,"Arts, Entertainment, and Culture, Drama","After Nicole and Matthew receive life-altering news, the couple finds unexpected support from their friend, Dane, who puts his own life on hold to move into their family home.",Prime Video
6410,s6411,Movie,Morphle Non-Dialogue - In the Magical World of Mila and Morphle,Arthur van Merwijk,,,,2019,ALL,43 min,"Animation, Kids","Mila and Morphle are back once again to take you on a magical adventure! In this non-dialogue series, watch Morphle morph into various different types of vehicles and many more!",Prime Video
6411,s6412,Movie,"Morphle - Mila Loves Morphle Valentine's Special - & more cartoons for kids",Arthur van Merwijk,,,,2020,ALL,23 min,"Animation, Kids","Morphle can morph into anything his human companion Mila wants. From dinosaurs to cars, and animals like cats, dogs and lions! Your kids will love this fun, and educational videos for kids! They will learn colors, shapes, numbers, the alphabet, and more! Sing along to some of the classic nursery rhymes, original songs or watch these educational cartoons that your kids will surely enjoy!",Prime Video
6412,s6413,Movie,Halloween Kids Songs by Little Baby Bum,Cannis Holder,,,,2019,ALL,20 min,Kids,"Enjoy a collection of Halloween kids songs loved by children around the world, including songs such as 'Wheels on the Bus', 'Trick or Treat Song', and 'Let's Carve A Pumpkin Song'. With over 35 million subscribers on Youtube, Little Baby Bum is a fun, educational children's nursery rhyme channel watched globally by kids. Follow Mia and Jacus as they celebrate Halloween!",Prime Video
6413,s6414,Movie,"Custer's Last Stand",Elmer Clifton,"Rex Lease, Fred McGlynn Jr., Chief Thundercloud, Josef Swickard, Nancy Caswell, Reed Howes",,,1936,ALL,71 min,Western,"A mystical medicine arrow, the key to a lost gold treasure, is lost in one of many Indian attacks. It is recovered by the only two survivors, a Major and his daughter, who become the targets of those who wish to possess it. General George Armstrong Custer and army scout Kid Cardigan attempt to stop the ensuing war over the arrow, but fail in their efforts, which becomes the historic Custer's Last Stand. Many historical figures and western stars of the time appeared in cameos in the feature, including Calamity Jane (Helen Gibson), Elizabeth Custer (Ruth Mix), Buffalo Bill Cody (Ted Adams), Sitting Bull (Howling Wolf), Wild Bill Hickock (Allen Greer), Chief Crazy Horse (High Eagle). A fun, if not historically accurate, wild western tale.",Prime Video
6414,s6415,Movie,A.C.O.D.,Stuart Zicherman,"Adam Scott, Catherine O'Hara, Richard Jenkins, Amy Poehler, Clark Duke, Jessica Alba, Jane Lynch, Mary Elizabeth Winstead",,,2013,R,88 min,"Comedy, Drama","Meet Carter, a seemingly well-adjusted Adult Child of Divorce. After surviving his parents' divorce, Carter has a successful career and supportive girlfriend. But when his brother gets engaged, Carter must reunite his bitterly divorced parents for the wedding.",Prime Video
6415,s6416,Movie,Tokyo Wine Party People,Hideki Wada,"Sayuri Matsumura, Ito Ono, Hayato Onozuka",,,2019,13+,102 min,"Drama, Romance","When unassuming office worker Shino gets invited to a glamorous wine party, she finds herself drawn into intoxicating world of wine connoisseurs by an attractive businessman whose charming exterior hides a shocking secret.",Prime Video
6416,s6417,Movie,Title before 1C onboarding - 5,,"1, 2, 3",,,2021,18+,3 min,Drama,Title before 1C onboarding - 5,Prime Video
6417,s6418,Movie,Sinful,Rich Mallery,"Nicole D'Angelo, Christina Lo, Chris Spinelli",,,2020,16+,75 min,"Drama, Suspense","On the run after committing a horrific crime, newlywed couple Remy and Salem find themselves trapped in a mysterious house as a terrifying darkness closes in on them.",Prime Video
6419,s6420,Movie,Sardaar Ji 2 (Hindi),Rohit Jugraj,"Diljit Dosanjh, Sonam Bajwa, Monica Gill, Yashpal Sharma, Jaswinder Bhalla, Amritpal Chotu, Dev Gill, Anjana Sukhani, Mandy Takhar",,,2016,ALL,131 min,Comedy,"Jaggi, a farmer, travels to Australia in order to save his village. Once there, he is chased by a few goons and ultimately kidnaps a girl from her own wedding.",Prime Video
6420,s6421,Movie,Sardaar ji (Hindi),Rohit Jugraj,"Diljit Dosanjh, Neeru Bajwa, Mandy Takhar, Sonam Bajwa, Jatinder Lall, Punam Randhawa, Bhavkhandan Singh Rakhra, Jas Heer, Jaswinder Bhalla, Amrit Pal, Ali Kazmi, Anita Kailey",,,2015,ALL,125 min,"Comedy, Horror","Jaggi Singh, the professional ghostbuster from rural Punjab is invited to driving away a ghost in London. Hilarious situations ensue when he falls in love with the ghost.",Prime Video
6421,s6422,Movie,Fun2Ssh,Imtiaz Punjabi,"Paresh Rawal, Anuj Sawhney, Raima Sen, Iqbal Khan, Mushtaq Khan",,,2003,13+,150 min,"Comedy, Drama, Science Fiction","Three men Vikram, Ajay and John D'Souza are accused of stealing a crown of Emperor Babushah and, whilst on the run, they are transported back to the 10th century. Now they must not only prove their innocence but also return to the 21st century.",Prime Video
6422,s6423,Movie,First Day of School with Cocomelon,Moonbug Entertainment,,,,2021,ALL,52 min,Kids,"Join CoComelon in these special and educational 'Getting Ready for School' songs for your children! CoComelon is a fun, educational children's nursery rhyme channel watched globally by kids. Learn colors, shapes, numbers, the alphabet, and more!",Prime Video
6423,s6424,Movie,Evil On Queen Street: Bloodlust,Matt Spease,"Kevin T. Oliver, Ryan Heumier, Hanleigh Baker, Buddy Campbell, Caitlyn Bailey, Cj Bernard, Miracle Davis, Kyndall Hamilton, Brittany Sparkles, Amielynn Woodall, Ashley Brewer, Taylor Bell, Temre Morgan, Holly Petty, Amie Bishop, Jade Michael LaFont, Phil Giourousis, John Vasiliou, Graham Vowell, Kristina Castle, Jerryl Davis, Louie 'Dragonfly' Cruz, Bailey Freeman, Emmi Mullen, Joshua Probus, Elijah Lee Seymour, Jonathan Nahlen, Brandon Jay, Cindy Riley-Parker, Leslie Huntsman, Dylan 'Ace' Caples, Bailee Wyatt, Kendra King, Elizabeth Jay, Courtney Akins",,,2019,18+,130 min,"Action, Horror","In this explosive sequel to Evil on Queen Street & Mark of Death, the vampire Vlad arrives in town and immediately causes carnage. Damien Cruz and his partner Freeman investigates the murders/disappearances, which at first Cruz believes Nicole Francis Wilson or a mysterious priest Father Nero could be responsible for. But what will happen when Vlad realizes Cruz & Freeman are onto his evil deeds!",Prime Video
6424,s6425,Movie,Endless,Lambert Nnorom,Ray Emodi mike uchegbu Ray Ighodaro chinelo enemchukwu,,,2021,16+,103 min,"Drama, Romance",Endless is centered around a rich guy and his friends who lived a care free life because he had a terminal illness . He later fell in love with a hotel receptionist but their relationship was threatened by constant advances from the hotel manager,Prime Video
6425,s6426,Movie,Darling Nikki,Gregory Hatanaka,"Nicole D'Angelo, James Duval, Jamie Bernadette, Elana Krausz, Sal Landi, Lisa London, Steve Polites, Christo Dimassis, Rich Mallery",,,2020,18+,63 min,"Drama, Science Fiction","Nikki is a carefree, fun-loving girl, juggling the men in her life, in her quest for the ultimate love. She soon falls into a fantasy world where she is no longer able to distinguish her real life from her secret one.",Prime Video
6427,s6428,Movie,Chu Liuxiang: The Beginning,Wei Dong,"Pinchao Guo, Kang Ning",,,2021,18+,78 min,"Action, Drama","Liuxiang Chu (Pinchao Guo) who aims to become a ""Bandit Chief"" accidentally meets Qianyu Mu (Kang Ning), the new leader of Shenshui Palace. The two of them face their common enemies and also fight for their forbidden love.",Prime Video
6428,s6429,Movie,All About Sex,Dakota Gorman,"Dillon Lane, Natalee Linez, Emma Deckers, Matt Angel, Dakota Gorman, Chris Costanzo, Parvesh Cheena, Cate Cohen, Sterling Sulieman, James Hyde, Anisha Adusumilli, Joey Vahedi, Dusty Warren, Teagan Sirset, Sean Riggs, Michaela Sasner, Madeleine Gardella, Ryan W. Garcia, Oscar Fleming, Graham Outerbridge",,,2021,18+,104 min,"Comedy, Drama","All About Sex follows the lives of three mid-20's friends, Casey, Morgan and Sage, each caught in the grip of a quarter-life crisis as they meander through the messy, embarrassing and confusing pitfalls that come with ""adulting"".",Prime Video
6429,s6430,Movie,Virus Shark,Mark Polonia,,,,2021,16+,74 min,Science Fiction,"A shark bite spreads a virus across the globe, turning the world upside down. Deep below the ocean, a group of researchers race against time to find a cure. Something has infected the lab technicians and it's a race against time to reach the surface with an antidote before they are all killed by themselves and the sharks lurking inside the test pool and outside in the ocean.",Prime Video
6430,s6431,Movie,Spirit of the Game,J.D. Scott,"Aaron Jakubenko, Kevin Sorbo, Wade Briggs",,,2016,PG,98 min,"Drama, Faith and Spirituality, Special Interest",A missionary travels to Australia and learns to reach out through his passion for sport.,Prime Video
6431,s6432,Movie,Mars Needs Women,Larry Buchanan,"Tommy Kirk, Yvonne Craig, Warren Hammack, Tony Huston, Larry Tanner, Cal Duggan, Pat Delaney, Sherry Roberts, Donna Lindberg, Bubbles Cash, Byron Lord, Roger Ready, Barnett Shaw, Neil Fletcher, Chet Davis, Ron Scott, George Edgley, Dick Simpson, Don Campbell, Bob Hazlett, Ann Palmer, Gordon Bulow, Bill Thurman, Patrick Cranshaw, Claude Earls, Sally Casey, Bob Lorenz, Sylvia Rundell, David England, Terry Davis, Larry Buchanan",,,1968,18+,82 min,"Horror, Science Fiction",Five Martians arrive on Earth in search of women with which to repopulate Mars... but their arrival is viewed by the military as a prelude to an invasion.,Prime Video
6432,s6433,Movie,Let Me Fall,Baldvin Zophoníasson,"Elín Sif Halldórsdóttir, Kristín Þóra Haraldsdóttir, Eyrún Björk Jakobsdóttir, Lára Jóhanna Jónsdóttir, Þorsteinn Bachmann, Ólafur Darri Ólafsson",,,2021,16+,137 min,Drama,"When 15-year-old Magnea meets Stella, everything changes. Stella's no-holds-barred lifestyle drags them both into a world of drugs, which brings serious consequences for each of them, and their relationship. Twelve years later their paths cross again, and a reckoning between them becomes unavoidable.",Prime Video
6433,s6434,Movie,Butchers,Adrian Langley,"Simon Philllips, Michael Swatton, Julie Mainville, Anne-Carolyne Binette, James Hicks, Nick Allan, Blake Canning, Samantha De Benedet, Frederik Storm, Jonathan Largy",,,2021,16+,93 min,"Drama, Horror, Suspense","1998. After the death of their mother, brothers Owen and Oswald Watson are two vicious men left to their own bloody devices in the backcountry. Their twisted fetishes and lust for violence blossom when strangers wander into their dark realm and soon the cleavers are chopping up fresh meat for the wretched flesh-eating creature, they've got locked up with them.",Prime Video
6434,s6435,Movie,Born To Lead,Chris Martens,"Jim Calhoun, Ray Allen, Richard Hamilton, Mike Krzyzewski, Kevin Ollie",,,2014,13+,57 min,Sports,"Jim Calhoun provides a unique inside look into one of the most successful and enigmatic coaches in the history of college basketball. During his 40 year career he won 873 games and three National Championships with underdog determination, a will to win and a relentless quest for perfection.",Prime Video
6435,s6436,Movie,All at Sea,Robert Young,"Brian Cox, Lauren Bacall, James Fox, Hege Shcøyen, Kåre Conradi, Ingrid Bolsø Berdal, Sverre Anker Ousdal",,,2021,13+,89 min,"Comedy, Drama","Retired sailor Wally and best friend Skipper are residents of a retirement home run by Ms. Reimark. When Skipper dies, Wally vows to honor his promise to bury his friend at sea. Unfortunately, he doesn't have a coffin, boat or anyone to conduct the service. Wally takes fellow residents on a madcap adventure to carry out the burial before Ms. Reimark puts an end to his daring scheme.",Prime Video
6437,s6438,Movie,Sunday Mornings,Inda Reid,"Courtney Arlett, Maria Acero, Michelle Acero, Kofi Adams, King Amir, Yano Anaya, Selena Anduze, Quincy Bonds, Lauren Boyd, Jarneen Brown, William Chaney, Rutu Chaudhari, Renae Dae, Jamie Dion, Thomas Elliott, Eric Esquer, Justin Franklin, Dezi Gregory, Michelle Hammonds, Byron Jeans, Maria Liatis, Tip Lyvette, Sharan C. Mansfield, Shakyrah Nichole, Kayla Perry, Kevin Porter, Katrina Rhodes, Chloe Sigur, Kynnedi Smith, Mike R. Tinker, Mac Wells, Sabrina C. Williams, Zerrick Williams, Michelle Zhuang",,,2021,13+,64 min,"Comedy, Drama","A Foster cousin is adopted by her Uncle into his seemingly perfect Church going Family; little to her surprise she's challenged by keeping her needy new band of unstable Sisters from killing in the Name of God.",Prime Video
6438,s6439,Movie,Godzone,Vinod Bharathan,"Sabumon Abdusamad, Siddharth Rajendran, Sooraj Harris, Vivek Vilasini, kalesh",,,2020,18+,58 min,"Arthouse, Drama, Suspense","Two friends try to re-unite by going on a road trip to the forests and mountains. Their attempt to reconcile does not go easy due to the secrets they hold, leading to a shocking revelation that ends their journey.",Prime Video
6439,s6440,Movie,Army of One,Larry Charles,"Paul Scheer, Rainn Wilson, Nicolas Cage, Russell Brand, Wendi McLendon-Covey",,,2016,R,93 min,"Action, Comedy","The film is inspired by the true story of Gary Faulkner (Nicolas Cage), a handyman who receives a vision from God (Russell Brand) telling him to capture Osama bin Laden.",Prime Video
6440,s6441,Movie,Under The Smoky Roof,Pouran Derakhshandeh,"Farhad Aslani, Merila Zare'i, Behnoosh Tabatabaei, Sahar Khazaeli, Laleh Marzban, Azita Hajian, Hesam Navab Safavi, Shahram Haghighat Doost, Nafiseh Roshan",,,2017,13+,111 min,Drama,"One day you look and see it seems nobody sees you, even your spouse! Look well, maybe ... The first one who didn't see you were you, yourself, under this smoky roof",Prime Video
6441,s6442,Movie,Transfert,Massimiliano Russo,"Alberto Mica, Massimiliano Russo, Paola Roccuzzo, Saro Pizzuto, Clio Saccà",,,2019,16+,97 min,"Drama, Suspense","Stefano, a young psychotherapist, will have to take care of some, particularly problematic patients. One of them will manage to compromise Stefano's profession, driving him into reconsidering his whole life (and his way of doing it).",Prime Video
6442,s6443,Movie,The Shadows,Nalita Murray,"Paul Collett, Nalita Murray, Vaz Andreas",,,2010,16+,83 min,Suspense,"Marooned on a remote, mysterious island with a lighthouse, five friends must reveal their darkest secrets and face their deepest fears.",Prime Video
6443,s6444,Movie,The Porter Brothers,Wilhelm Kuhn,"Cai Dale, Glenn Conroy, Jina Rahimi, Daniel Sommerford, Emmanuel Koutsis",,,2016,16+,40 min,"Action, Drama, Western","Young Sam Porter usually follows his older brother Ned. They ride together, rob banks, and are both wanted dead or alive. One night Sam gets captured by mysterious bounty hunters willing to keep him alive only if he turns his brother in. Treading through the vast landscapes of the American Frontier, Sam will discover the price of redemption and betrayal.",Prime Video
6444,s6445,Movie,The Intimidation Game,Curtis Everitt,"Lexie Smith, Lamar Allen, Joshua Powell",,,2021,18+,70 min,"Drama, Suspense","Hope Turner is an illegal essay writer who starts working under a new boss named Farraday. She writes a paper that is so impressive, it catches the attention of the college president who wants his security officer to deal with the situation. Instead of dealing with the situation directly, the security adviser hires a dangerous outsider named Roderick.",Prime Video
6446,s6447,Movie,Sin,Don Tjernagel,"Clint Boevers, Bram Zwingli, J Maxwell Bash, Landon Sheetz, Joey Laboda, Cory Kamoss, Gus Gustafson, Mark Kenney, C. J. Kenney, Abigail Van-Patten-Freeman, Jordan Abbe, Greg Holt, Kate Riley, Olin Hudfeld, Cassie McMullen, Jamie Dorsolvac, Michaela Merchant, Deandre Sipthekid Smith, Kyla Faith, Caleb Degraw, Sam Cota",,,2021,18+,91 min,Horror,"An entity is terrorizing a small Midwest town. Ludlow Falls continues to descend into madness and death as more young women are driven insane. Sometimes small towns hide big secrets and a town's sin will be exposed.",Prime Video
6447,s6448,Movie,Satru,Raj Chakraborty,"Jeet, Nusrat Jahan, Dipankar Dey",,,2011,13+,159 min,"Action, Drama","The story of revolves around sub-inspector Dibakar Singh, who settles every dispute in his town with wisdom and logic. He is compelled to use force when an extortionist with mafia links - Arjun Sarkar confronts him.",Prime Video
6448,s6449,Movie,Samar,Thiru,"Vishal, Trisha, Sunaina, Manoj Bajpayee, J. D. Chakravarthy, Jayaprakash",,,2013,13+,137 min,"Action, Suspense","A young man is in love with a girl but is too busy with other things to pay her the needed attention. She forgives him many a times, but eventually leaves him as he is uncaring towards her; he leaves for Bangkok to find her.",Prime Video
6449,s6450,Movie,Raju Bhai,Surya Kiran,"Manchu Manoj, Sheela Kaur, Tanikella Bharani, Kadhal Dhandapani, Brahmanandam, Rajeev Kanakala",,,2007,16+,138 min,Romance,"Raju, a thug, falls in love with a girl and gives up his corrupt practices. However, he gets framed for a major scam that brings out his dark past, sabotaging his relationship.",Prime Video
6450,s6451,Movie,Purgatory,Ami Artzi,"Tanya Roberts, Julie Pop, Hal Orlandini, Adrienne Pierce, Marie Human, Rufus Swart, David Sherwood, Clare Marshall, Gert van Niekerk",,,1988,18+,93 min,"Action, Drama","Two female Peace Corps volunteers in Africa are wrongfully accused of dealing drugs and sentenced to a vile prison run by a corrupt warden. When one of the girls is gang-raped by the guards and kills herself, the other decides she has no choice but to try to escape.",Prime Video
6451,s6452,Movie,"Pinkfong! Baby Shark's Ultimate Collection",Pinkfong,,,,2021,G,26 min,"Animation, Kids","It's finally here! The Ultimate Collection! Grab your friends, come along and sing our favorite Baby Shark songs! Join the Shark family by showing them that you know all the words!",Prime Video
6452,s6453,Movie,Pegasus,Han Han,"Teng Shen, Johnny Huang",,,2019,13+,98 min,Comedy,"Five years ago, veteran driver Zhang Chi was suspended for illegal racing. When he returned to the game, he found himself starting all over again. After some difficulties, he and his car appeared again on the Bayinbrooke circuit.",Prime Video
6453,s6454,Movie,Painter,Cory Wexler Grant,"Betsy Randle, Eric Ladin, Casey Deidrick",,,2020,16+,100 min,"Drama, Suspense","Joanne Marco a wealthy art collector, has been searching for an artistic genius. When she discovers a young, unknown painter named Aldis Brown, she becomes obsessed with him and determined to force his success. She invites him to move into her mansion where she can foster his talent, but their relationship soon deteriorates into psychosexual chaos, fueled by jealousy and delusion.",Prime Video
6455,s6456,Movie,Kaalidas,Sri Senthil,"Bharath, Ann Sheetal, Suresh Menon, Aadhav Kannadasan",,,2019,13+,120 min,"Drama, Suspense","Kaalidas, an honest policeman, is tasked with investigating a series of apparent suicides in his city. However, it puts a strain on his marriage with Vidyaa, who soon seeks solace in their new tenant.",Prime Video
6456,s6457,Movie,Ishtam,Prem Nizar,"Vimal, Nisha Aggarwal, Santhanam, Anoop Kumar, Parvathi Nifran",,,2012,13+,140 min,Romance,"When three spirits possess a timid young man and start making him act like a woman, his mother consults an exorcist who unearths a heartbreaking tale of societal injustice, murder and vengeance.",Prime Video
6457,s6458,Movie,Into the Waves,Kyle Hedrick,"Philippe Klaus, Mike Booth",,,2017,18+,73 min,Drama,"Two brothers hitch hike across Tasmania to get to their mother's funeral. As they journey, they must decide whether they will keep the family together or let it break apart.",Prime Video
